Location (um) - Load	Load (gm) - Load	Location (um) - Top view	Diameter (um) - Top view	Location (um) - Side view	Diameter (um) - Side view	
17559	0.6	38584	89.6	38584	92.9	
17641	0.6	38524	89.6	38524	92.9	
17723	0.6	38494	89.6	38494	91.8	
17827	1.1	38464	89.6	38464	91.8	
17912	1.1	38433	89.6	38433	91.8	
17955	1.1	38373	88.5	38373	91.8	
18041	0.6	38343	87.5	38343	91.8	
18127	0.6	38313	87.4	38313	90.7	
18238	0.6	38283	87.4	38283	90.7	
18350	1.1	38223	87.4	38223	90.7	
18463	1.1	38193	87.4	38193	90.7	
18555	1.1	38163	87.4	38163	89.6	
18672	0.6	38103	86.3	38103	89.6	
18791	0.6	38073	86.3	38073	89.6	
18887	1.1	38043	86.3	38043	89.6	
18936	1.1	38013	85.2	38013	88.5	
19009	1.1	37953	86.3	37953	88.5	
19134	1.1	37922	85.2	37922	88.5	
19261	1.1	37892	84.1	37892	86.3	
19364	1.7	37862	83.0	37862	86.3	
19416	1.1	37802	83.0	37802	85.1	
19495	1.1	37772	81.9	37772	85.1	
19629	0.6	37742	81.9	37742	85.1	
19766	1.7	37712	81.9	37712	84.0	
19877	0.6	37652	80.8	37652	84.0	
19934	0.6	37622	80.8	37622	84.0	
20019	1.1	37592	80.8	37592	84.0	
20164	0.6	37532	79.7	37532	81.8	
20313	1.1	37502	79.7	37502	81.8	
20434	0.6	37472	79.7	37472	81.8	
20495	1.1	37441	79.7	37441	81.8	
20588	0.6	37381	79.7	37381	81.8	
20747	0.6	37351	79.7	37351	81.8	
20910	0.6	37321	78.6	37321	81.8	
21044	0.6	37261	78.6	37261	81.8	
21216	0.6	37231	77.5	37231	80.7	
21286	0.6	37201	77.5	37201	80.7	
21392	1.1	37171	77.5	37171	79.6	
21574	1.1	37141	77.5	37141	79.5	
21724	0.6	37081	77.5	37081	79.5	
21917	1.1	37051	76.4	37051	79.5	
21996	0.6	37021	76.4	37021	79.5	
22117	0.6	36961	76.4	36961	78.5	
22324	0.6	36930	75.3	36930	78.4	
22496	0.6	36900	74.2	36900	77.3	
22719	0.6	36870	74.2	36870	77.3	
22811	0.6	36810	74.2	36810	77.3	
22952	0.6	36780	73.1	36780	76.2	
23196	0.6	36750	73.1	36750	76.2	
23401	0.6	36720	73.1	36720	75.1	
23669	0.6	36660	73.1	36660	75.1	
23781	0.6	36630	73.1	36630	75.1	
23953	0.6	36600	73.1	36600	75.1	
24257	0.6	36540	70.9	36540	74.0	
24582	0.6	36510	70.9	36510	74.0	
24861	0.6	36480	70.9	36480	73.9	
25239	0.6	36450	70.9	36450	73.9	
25569	0.6	36389	70.9	36389	73.9	
25745	0.6	36359	70.9	36359	73.9	
26124	0.6	36329	69.8	36329	72.9	
26526	0.6	36299	69.8	36299	72.8	
27027	0.6	36239	69.8	36239	72.8	
27428	0.6	36209	69.8	36209	71.7	
27629	0.6	36179	69.8	36179	70.7	
28030	0.6	36119	68.7	36119	70.7	
28414	0.6	36089	68.7	36089	70.7	
28842	0.6	36059	68.7	36059	70.6	
29152	0.6	36029	68.7	36029	70.6	
29298	0.6	35999	68.7	35999	70.6	
29576	0.6	35938	68.7	35938	70.6	
29836	0.6	35908	68.7	35908	70.6	
30141	0.6	35878	67.6	35878	70.6	
30426	0.6	35818	67.6	35818	70.6	
30694	0.6	35788	67.6	35788	70.6	
30899	0.6	35758	67.6	35758	70.6	
31143	0.6	35728	67.6	35728	70.6	
31376	0.6	35668	67.6	35668	69.5	
31555	0.6	35638	67.6	35638	68.4	
31642	0.6	35608	66.5	35608	68.4	
31770	0.6	35578	65.4	35578	68.4	
31976	0.6	35518	65.4	35518	68.4	
32175	0.6	35487	65.4	35487	68.4	
32329	0.6	35457	65.4	35457	68.4	
32405	0.6	35397	65.4	35397	68.4	
32516	0.6	35367	65.4	35367	68.4	
32697	0.6	35337	65.4	35337	68.4	
32873	0.6	35307	65.4	35307	68.4	
		35247	64.3	35247	68.4	
		35217	64.3	35217	68.4	
		35187	64.3	35187	68.4	
		35157	65.4	35157	67.3	
		35097	65.4	35097	67.3	
		35067	65.4	35067	67.2	
		35037	64.3	35037	67.2	
		34946	64.3	34946	67.2	
		34916	64.3	34916	67.2	
		34886	64.3	34886	66.2	
		34826	63.2	34826	65.1	
		34796	62.0	34796	65.0	
		34766	62.0	34766	65.0	
		34736	62.0	34736	65.0	
		34676	62.0	34676	62.9	
		34646	59.8	34646	62.8	
		34616	59.8	34616	62.8	
		34586	59.8	34586	62.8	
		34526	58.7	34526	60.6	
		34496	58.7	34496	60.5	
		34466	57.6	34466	60.5	
		34435	56.5	34435	58.4	
		34375	56.5	34375	58.3	
		34345	56.5	34345	58.3	
		34315	55.4	34315	58.3	
		34285	54.3	34285	57.2	
		34225	54.3	34225	56.1	
		34195	54.3	34195	56.1	
		34165	54.3	34165	56.1	
		34105	53.2	34105	56.1	
		34075	52.1	34075	55.0	
		34045	52.1	34045	55.0	
		34015	52.1	34015	53.9	
		33954	52.1	33954	53.9	
		33924	52.1	33924	53.8	
		33894	51.0	33894	53.8	
		33864	51.0	33864	53.9	
		33804	51.0	33804	53.8	
		33774	51.0	33774	53.8	
		33744	51.0	33744	53.8	
		33684	51.0	33684	53.8	
		33654	51.0	33654	53.8	
		33624	51.0	33624	53.8	
		33594	51.0	33594	53.8	
		33533	51.0	33533	53.9	
		33503	51.0	33503	55.0	
		33473	52.1	33473	55.0	
		33443	52.1	33443	55.0	
		33383	52.1	33383	55.0	
		33353	52.1	33353	55.0	
		33323	52.1	33323	55.0	
		33293	53.2	33293	55.0	
		33233	53.2	33233	55.0	
		33203	52.1	33203	55.0	
		33173	53.2	33173	55.0	
		33113	52.1	33113	55.0	
		33083	52.1	33083	55.0	
		33052	52.1	33052	55.0	
		33022	52.1	33022	55.0	
		32962	51.0	32962	53.9	
		32932	51.0	32932	53.9	
		32902	51.0	32902	53.8	
		32872	51.0	32872	53.8	
		32812	51.0	32812	52.7	
		32782	49.9	32782	52.7	
		32752	49.9	32752	52.7	
		32722	49.9	32722	52.7	
		32662	48.8	32662	51.7	
		32632	48.8	32632	50.6	
		32602	47.7	32602	50.5	
		32541	47.7	32541	50.5	
		32511	47.7	32511	50.5	
		32481	47.7	32481	50.5	
		32451	47.7	32451	49.4	
		32391	46.6	32391	49.4	
		32361	46.6	32361	49.4	
		32331	46.6	32331	49.4	
		32301	46.6	32301	48.3	
		32241	46.6	32241	48.3	
		32211	45.5	32211	48.3	
		32181	45.5	32181	48.3	
		32151	44.4	32151	46.1	
		32090	44.4	32090	46.1	
		32060	44.4	32060	46.1	
		32030	44.4	32030	46.0	
		32000	44.4	32000	46.0	
		31940	43.3	31940	46.0	
		31910	43.3	31910	46.0	
		31880	42.2	31880	46.0	
		31820	42.2	31820	46.0	
		31790	42.2	31790	44.9	
		31760	42.2	31760	44.9	
		31730	42.2	31730	44.9	
		31670	42.2	31670	44.9	
		31640	42.2	31640	44.9	
		31609	42.2	31609	43.8	
		31579	42.2	31579	44.9	
		31519	42.2	31519	43.8	
		31489	41.1	31489	43.8	
		31459	41.1	31459	43.8	
		31399	41.1	31399	43.8	
		31369	41.1	31369	43.8	
		31339	41.1	31339	43.8	
		31309	41.1	31309	43.8	
		31249	41.1	31249	43.8	
		31219	40.0	31219	43.8	
		31189	40.0	31189	42.7	
		31159	40.0	31159	41.6	
		31099	40.0	31099	42.7	
		31068	40.0	31068	41.6	
		31038	40.0	31038	41.6	
		31008	40.0	31008	41.6	
		30948	38.9	30948	41.6	
		30918	37.8	30918	40.5	
		30888	37.8	30888	40.4	
		30828	37.8	30828	40.4	
		30798	37.8	30798	40.4	
		30768	37.8	30768	40.4	
		30738	36.7	30738	39.4	
		30678	36.7	30678	38.3	
		30648	35.6	30648	38.2	
		30618	35.6	30618	38.2	
		30588	34.5	30588	38.2	
		30527	34.4	30527	37.1	
		30497	34.4	30497	37.1	
		30467	34.4	30467	36.0	
		30437	34.4	30437	36.0	
		30377	33.3	30377	36.0	
		30347	33.3	30347	36.0	
		30317	33.3	30317	34.9	
		30287	32.3	30287	34.9	
		30227	32.2	30227	34.9	
		30197	31.1	30197	34.9	
		30167	31.1	30167	33.8	
		30107	31.1	30107	33.7	
		30077	31.1	30077	33.7	
		30047	31.1	30047	33.7	
		30017	30.0	30017	31.6	
		29956	30.0	29956	31.6	
		29926	28.9	29926	31.5	
		29896	28.9	29896	31.5	
		29836	28.9	29836	31.5	
		29806	28.9	29806	31.5	
		29776	28.9	29776	30.4	
		29746	28.9	29746	30.4	
		29716	27.8	29716	30.4	
		29656	27.8	29656	30.4	
		29626	27.8	29626	30.4	
		29596	27.8	29596	30.4	
		29536	27.8	29536	30.4	
		29506	26.7	29506	29.3	
		29476	26.7	29476	29.3	
		29446	26.7	29446	29.3	
		29386	26.7	29386	29.3	
		29355	26.7	29355	29.3	
		29325	26.7	29325	29.3	
		29295	25.6	29295	29.3	
		29235	25.6	29235	29.3	
		29205	25.6	29205	29.3	
		29175	25.6	29175	29.3	
		29145	25.6	29145	29.3	
		29085	25.6	29085	29.3	
		29055	25.6	29055	29.3	
		29025	25.6	29025	29.3	
		28965	25.6	28965	28.2	
		28935	25.6	28935	27.1	
		28905	25.6	28905	27.1	
		28875	25.6	28875	28.2	
		28815	25.6	28815	27.1	
		28785	25.6	28785	27.0	
		28755	24.5	28755	27.0	
		28724	25.6	28724	27.0	
		28664	24.5	28664	27.0	
		28634	24.5	28634	27.0	
		28604	24.5	28604	27.0	
		28544	24.5	28544	27.0	
		28514	24.5	28514	27.0	
		28484	24.5	28484	27.0	
		28454	24.5	28454	27.0	
		28394	24.5	28394	27.0	
		28364	24.5	28364	27.0	
		28334	24.5	28334	27.0	
		28304	24.5	28304	27.0	
		28244	24.5	28244	27.0	
		28213	23.4	28213	27.0	
		28183	24.5	28183	27.0	
		28153	23.4	28153	27.0	
		28093	24.5	28093	27.0	
		28063	23.4	28063	25.9	
		28033	24.5	28033	27.0	
		27973	23.4	27973	25.9	
		27943	24.5	27943	25.9	
		27913	23.4	27913	25.9	
		27883	23.4	27883	25.9	
		27823	23.4	27823	25.9	
		27793	23.4	27793	25.9	
		27763	23.4	27763	25.9	
		27733	23.4	27733	25.9	
		27672	23.4	27672	25.9	
		27642	23.4	27642	25.9	
		27612	23.4	27612	25.9	
		27582	23.4	27582	25.9	
		27522	23.4	27522	25.9	
		27492	23.4	27492	24.9	
		27462	23.4	27462	25.9	
		27402	23.4	27402	25.9	
		27372	23.4	27372	24.9	
		27342	23.4	27342	25.9	
		27312	23.4	27312	25.9	
		27252	23.4	27252	25.9	
		27222	23.4	27222	25.9	
		27192	23.4	27192	25.9	
		27162	23.4	27162	25.9	
		27101	23.4	27101	25.9	
		27071	23.4	27071	24.8	
		27041	23.4	27041	24.8	
		27011	23.4	27011	24.8	
		26951	23.4	26951	24.8	
		26921	23.4	26921	24.8	
		26891	24.5	26891	25.9	
		26831	23.4	26831	25.9	
		26801	23.4	26801	25.9	
		26771	23.4	26771	25.9	
		26741	23.4	26741	25.9	
		26711	23.4	26711	24.8	
		26651	23.4	26651	24.9	
		26620	23.4	26620	24.8	
		26590	24.5	26590	24.8	
		26530	24.5	26530	24.9	
		26500	24.5	26500	25.9	
		26470	24.5	26470	25.9	
		26440	24.5	26440	25.9	
		26380	24.5	26380	25.9	
		26350	24.5	26350	25.9	
		26320	24.5	26320	25.9	
		26260	23.4	26260	25.9	
		26230	23.4	26230	25.9	
		26200	23.4	26200	25.9	
		26170	23.4	26170	25.9	
		26109	23.4	26109	26.0	
		26079	24.5	26079	25.9	
		26049	24.5	26049	27.0	
		26019	24.5	26019	26.0	
		25959	24.5	25959	27.0	
		25929	24.5	25929	27.0	
		25899	24.5	25899	27.0	
		25869	24.5	25869	27.0	
		25809	24.5	25809	27.0	
		25779	24.5	25779	27.0	
		25749	24.5	25749	27.0	
		25689	24.5	25689	27.0	
		25659	24.5	25659	27.0	
		25629	24.5	25629	27.1	
		25598	24.5	25598	28.1	
		25538	24.5	25538	28.1	
		25508	24.5	25508	28.2	
		25478	25.6	25478	29.3	
		25448	25.6	25448	29.3	
		25388	26.7	25388	28.2	
		25358	26.7	25358	28.2	
		25328	26.7	25328	28.2	
		25298	26.7	25298	29.3	
		25238	26.7	25238	29.3	
		25208	26.7	25208	29.3	
		25178	26.7	25178	29.3	
		25118	26.7	25118	29.3	
		25088	27.8	25088	29.3	
		25057	27.8	25057	29.3	
		25027	27.8	25027	30.4	
		24967	27.8	24967	30.4	
		24937	27.8	24937	30.4	
		24907	27.8	24907	30.4	
		24877	28.9	24877	31.5	
		24817	28.9	24817	31.5	
		24787	28.9	24787	32.6	
		24757	28.9	24757	32.6	
		24727	28.9	24727	32.6	
		24667	31.1	24667	32.6	
		24637	31.1	24637	32.6	
		24607	31.1	24607	32.7	
		24577	31.1	24577	33.7	
		24517	31.1	24517	33.8	
		24487	31.1	24487	34.9	
		24457	31.2	24457	34.9	
		24396	33.3	24396	34.9	
		24366	33.3	24366	34.9	
		24336	33.3	24336	34.9	
		24306	33.3	24306	34.9	
		24246	33.3	24246	36.0	
		24216	33.3	24216	36.0	
		24186	33.4	24186	37.1	
		24156	34.4	24156	37.1	
		24096	34.4	24096	37.1	
		24066	34.4	24066	37.1	
		24036	34.4	24036	38.2	
		24006	34.4	24006	38.2	
		23946	34.5	23946	38.2	
		23916	35.5	23916	38.2	
		23886	35.5	23886	38.2	
		23826	35.5	23826	38.2	
		23795	35.5	23795	38.2	
		23765	35.5	23765	38.2	
		23735	35.5	23735	38.3	
		23675	35.5	23675	38.2	
		23645	35.5	23645	38.2	
		23615	35.6	23615	38.2	
		23555	36.7	23555	39.3	
		23525	36.7	23525	39.3	
		23495	36.7	23495	39.3	
		23465	37.8	23465	39.4	
		23405	36.7	23405	39.4	
		23375	37.8	23375	40.4	
		23345	37.8	23345	40.4	
		23315	37.8	23315	40.4	
		23255	37.8	23255	40.4	
		23225	38.9	23225	40.4	
		23195	38.9	23195	40.4	
		23164	38.9	23164	40.5	
		23104	38.9	23104	40.5	
		23074	38.9	23074	40.5	
		23044	38.9	23044	41.6	
		23014	38.9	23014	41.6	
		22954	38.9	22954	41.6	
		22924	38.9	22924	42.7	
		22894	38.9	22894	42.7	
		22864	38.9	22864	42.7	
		22804	40.0	22804	42.7	
		22774	41.1	22774	42.7	
		22744	40.0	22744	42.7	
		22684	41.1	22684	42.7	
		22654	41.1	22654	42.7	
		22624	41.1	22624	43.8	
		22594	41.1	22594	43.8	
		22533	41.1	22533	43.8	
		22503	41.1	22503	43.8	
		22473	41.1	22473	43.8	
		22443	41.1	22443	43.8	
		22383	41.1	22383	43.8	
		22353	41.1	22353	44.9	
		22323	41.1	22323	44.9	
		22293	42.2	22293	44.9	
		22233	42.2	22233	44.9	
		22203	42.2	22203	44.9	
		22173	42.2	22173	44.9	
		22113	43.3	22113	44.9	
		22083	43.3	22083	44.9	
		22053	43.3	22053	45.0	
		22023	43.3	22023	46.0	
		21963	43.3	21963	46.0	
		21932	43.3	21932	46.0	
		21902	43.3	21902	46.0	
		21872	43.3	21872	46.0	
		21812	43.3	21812	46.1	
		21782	44.4	21782	46.1	
		21752	45.5	21752	46.1	
		21692	45.5	21692	47.2	
		21662	45.5	21662	48.3	
		21632	45.5	21632	48.3	
		21602	45.5	21602	47.2	
		21542	45.5	21542	48.3	
		21512	45.5	21512	48.3	
		21482	45.5	21482	49.4	
		21452	46.6	21452	48.3	
		21392	46.6	21392	48.3	
		21362	46.6	21362	48.3	
		21331	46.6	21331	48.3	
		21301	46.6	21301	49.4	
		21241	46.6	21241	49.4	
		21211	47.7	21211	49.4	
		21181	47.7	21181	49.4	
		21121	47.7	21121	49.4	
		21091	47.7	21091	50.5	
		21061	47.7	21061	50.5	
		21031	47.7	21031	50.5	
		20971	48.8	20971	50.5	
		20941	48.8	20941	51.6	
		20911	49.9	20911	52.7	
		20881	49.9	20881	52.7	
		20821	49.9	20821	52.7	
		20790	51.0	20790	52.8	
		20760	51.0	20760	53.8	
		20730	51.0	20730	53.9	
		20670	52.1	20670	53.9	
		20640	52.1	20640	55.0	
		20610	53.2	20610	56.1	
		20550	53.2	20550	56.1	
		20520	54.3	20520	56.1	
		20490	54.3	20490	56.1	
		20460	54.3	20460	56.1	
		20430	54.3	20430	57.2	
		20370	54.3	20370	57.2	
		20340	54.3	20340	57.2	
		20310	54.3	20310	58.3	
		20250	55.4	20250	58.3	
		20219	55.4	20219	58.3	
		20189	55.4	20189	58.3	
		20159	54.3	20159	58.3	
		20099	55.4	20099	58.3	
		20069	55.4	20069	58.3	
		20039	55.4	20039	58.3	
		19979	54.3	19979	58.3	
		19949	55.4	19949	58.3	
		19919	55.4	19919	58.3	
		19889	55.4	19889	58.3	
		19829	55.4	19829	58.3	
		19799	55.4	19799	58.3	
		19769	55.4	19769	58.3	
		19739	55.4	19739	58.3	
		19679	56.5	19679	58.4	
		19649	56.5	19649	58.4	
		19618	56.5	19618	58.4	
		19588	56.5	19588	59.5	
		19528	57.6	19528	59.5	
		19498	57.6	19498	60.5	
		19468	57.6	19468	60.5	
		19408	57.6	19408	60.6	
		19378	58.7	19378	61.7	
		19348	58.7	19348	61.7	
		19318	58.7	19318	61.7	
		19258	58.7	19258	61.7	
		19228	58.7	19228	61.7	
		19198	58.7	19198	61.7	
		19168	58.7	19168	61.7	
		19108	59.8	19108	62.8	
		19078	60.9	19078	62.8	
		19047	59.8	19047	62.8	
		19017	60.9	19017	62.8	
		18957	60.9	18957	63.9	
		18927	60.9	18927	63.9	
		18897	60.9	18897	63.9	
		18837	62.0	18837	63.9	
		18807	61.0	18807	65.0	
		18777	62.1	18777	65.0	
		18747	62.1	18747	65.0	
		18687	63.1	18687	65.0	
		18657	63.1	18657	65.1	
		18627	63.2	18627	66.1	
		18597	63.2	18597	66.2	
		18537	64.3	18537	66.2	
		18507	64.3	18507	67.3	
		18477	64.3	18477	67.3	
		18447	65.4	18447	68.4	
		18386	65.4	18386	68.4	
		18356	65.4	18356	68.4	
		18326	65.4	18326	68.4	
		18266	66.5	18266	68.4	
		18236	67.6	18236	69.5	
		18206	67.6	18206	69.5	
		18176	67.6	18176	69.5	
		18116	67.6	18116	70.6	
		18086	67.6	18086	70.6	
		18056	67.6	18056	70.6	
		18026	68.7	18026	70.6	
		17966	68.7	17966	70.6	
		17936	68.7	17936	70.6	
		17906	68.7	17906	71.8	
		17876	68.7	17876	71.8	
		17815	69.8	17815	72.8	
		17785	69.8	17785	72.8	
		17755	70.9	17755	72.8	
		17725	69.8	17725	72.9	
		17665	70.9	17665	72.9	
		17635	70.9	17635	73.9	
		17605	70.9	17605	73.9	
		17545	72.0	17545	74.0	
		17515	70.9	17515	74.0	
		17485	72.0	17485	74.0	
		17455	72.0	17455	74.0	
		17395	72.0	17395	75.1	
		17365	73.1	17365	75.1	
		17335	72.0	17335	76.2	
		17305	73.1	17305	76.2	
		17245	73.1	17245	76.2	
		17214	73.1	17214	76.2	
		17184	74.2	17184	76.2	
		17124	75.3	17124	76.3	
		17094	75.3	17094	77.3	
		17064	75.3	17064	78.4	
		17034	75.3	17034	78.4	
		16974	75.3	16974	78.4	
		16944	76.4	16944	78.4	
		16914	76.4	16914	78.4	
		16884	76.4	16884	78.5	
		16824	76.4	16824	79.5	
		16794	76.4	16794	79.6	
		16764	77.5	16764	79.6	
		16704	77.5	16704	79.6	
		16674	77.5	16674	80.6	
		16643	78.6	16643	80.7	
		16613	77.5	16613	80.7	
		16583	78.6	16583	81.8	
		16523	78.6	16523	81.8	
		16493	79.7	16493	81.8	
		16463	79.7	16463	81.8	
		16403	79.7	16403	81.8	
		16373	79.7	16373	82.9	
		16343	79.7	16343	82.9	
		16313	80.8	16313	84.0	
		16253	80.8	16253	84.0	
		16223	80.8	16223	84.0	
		16193	81.9	16193	84.0	
		16163	81.9	16163	85.1	
		16103	83.0	16103	85.1	
		16073	83.0	16073	85.2	
		16043	83.0	16043	86.2	
		16012	83.0	16012	86.2	
		15952	83.0	15952	86.2	
		15922	83.0	15922	86.3	
		15892	83.0	15892	86.3	
		15832	84.1	15832	87.4	
		15802	84.1	15802	87.4	
		15772	85.2	15772	88.5	
		15742	84.1	15742	88.5	
		15682	85.2	15682	88.5	
		15652	86.3	15652	88.5	
		15622	86.3	15622	88.5	
		15592	86.3	15592	88.5	
		15532	86.3	15532	89.6	
		15502	87.4	15502	90.7	
		15472	87.4	15472	90.7	
		15441	87.4	15441	90.7	
		15381	88.5	15381	90.7	
		15351	88.5	15351	90.7	
		15321	88.5	15321	90.7	
		15261	88.5	15261	91.8	
		15231	89.6	15231	91.9	
		15201	89.6	15201	91.8	
		15171	89.6	15171	91.9	
		15111	89.6	15111	91.9	
		15081	89.7	15081	94.1	
		15051	90.7	15051	94.1	
		15021	90.8	15021	94.1	
		14961	90.7	14961	93.0	
		14931	91.9	14931	94.1	
		14901	91.9	14901	94.1	
		14840	91.9	14840	95.2	
		14810	91.9	14810	95.2	
		14780	93.0	14780	95.2	
		14750	93.0	14750	95.2	
		14690	93.0	14690	96.3	
		14660	93.0	14660	97.4	
		14630	93.0	14630	97.4	
		14600	95.2	14600	96.3	
		14540	95.2	14540	97.4	
		14510	95.2	14510	98.5	
		14480	95.2	14480	98.5	
		14420	95.2	14420	98.5	
		14390	96.3	14390	98.5	
		14360	96.3	14360	99.6	
		14330	97.4	14330	99.7	
		14269	97.4	14269	99.7	
		14239	97.4	14239	100.8	
		14209	98.5	14209	100.8	
		14179	98.5	14179	100.8	
		14119	98.5	14119	101.9	
		14089	98.5	14089	101.9	
		14059	99.6	14059	103.0	
		14029	100.7	14029	103.0	
		13969	100.7	13969	103.0	
		13939	100.7	13939	104.1	
		13909	100.7	13909	104.1	
		13879	101.8	13879	104.1	
		13819	100.7	13819	104.2	
		13789	101.8	13789	105.2	
		13758	101.8	13758	104.2	
		13728	101.8	13728	105.2	
		13668	101.8	13668	105.2	
		13638	101.8	13638	105.2	
		13608	102.9	13608	105.2	
		13548	102.9	13548	106.3	
		13518	102.9	13518	106.3	
		13488	104.0	13488	106.3	
		13458	104.0	13458	106.4	
		13398	104.0	13398	107.5	
		13368	104.0	13368	107.5	
		13338	104.0	13338	107.5	
		13308	105.1	13308	108.6	
		13248	105.1	13248	108.6	
		13218	106.2	13218	108.6	
		13187	106.2	13187	109.7	
		13127	106.2	13127	109.7	
		13097	107.3	13097	110.8	
		13067	107.3	13067	110.8	
		13037	108.4	13037	110.8	
		12977	108.4	12977	111.9	
		12947	108.4	12947	111.9	
		12917	108.4	12917	112.0	
