Location (um) - Load	Load (gm) - Load	Location (um) - Top view	Diameter (um) - Top view	Location (um) - Side view	Diameter (um) - Side view	
		27807	78.6	27807	80.7	
		27837	78.6	27837	80.7	
		27867	78.6	27867	81.8	
		27897	79.7	27897	81.8	
		27958	79.7	27958	81.8	
		27988	79.7	27988	81.8	
		28018	79.7	28018	82.9	
		28078	79.7	28078	82.9	
		28108	80.8	28108	84.0	
		28138	81.9	28138	84.0	
		28168	81.9	28168	84.0	
		28228	81.9	28228	85.1	
		28258	83.0	28258	86.2	
		28288	84.1	28288	86.2	
		28348	83.0	28348	86.3	
		28378	84.1	28378	87.4	
		28408	85.2	28408	87.4	
		28438	85.2	28438	87.4	
		28468	85.2	28468	88.5	
		28528	85.2	28528	88.5	
		28558	86.3	28558	88.5	
		28588	86.3	28588	88.5	
		28648	86.3	28648	89.6	
		28678	86.3	28678	89.6	
		28708	86.4	28708	89.6	
		28739	87.4	28739	89.6	
		28799	87.4	28799	90.7	
		28829	87.4	28829	90.7	
		28859	87.5	28859	90.7	
		28889	88.5	28889	90.7	
		28949	88.6	28949	90.8	
		28979	89.6	28979	91.9	
		29009	89.6	29009	91.9	
		29069	89.6	29069	92.9	
		29099	89.6	29099	92.9	
		29129	89.6	29129	92.9	
		29159	89.7	29159	92.9	
		29219	90.7	29219	93.0	
		29249	90.8	29249	93.0	
		29279	91.9	29279	93.0	
		29309	91.9	29309	94.1	
		29369	91.9	29369	95.2	
		29400	91.9	29400	95.2	
		29430	91.9	29430	95.2	
		29490	93.0	29490	95.2	
		29520	93.0	29520	95.2	
		29550	93.0	29550	96.3	
		29580	94.1	29580	97.4	
		29640	95.2	29640	97.4	
		29670	95.2	29670	97.4	
		29700	95.2	29700	98.6	
		29730	96.3	29730	99.6	
		29790	97.4	29790	99.6	
		29820	97.4	29820	99.7	
		29850	97.4	29850	99.8	
		29880	98.5	29880	100.8	
		29940	98.5	29940	101.9	
		29970	98.5	29970	101.9	
		30000	99.6	30000	101.9	
		30030	99.6	30030	101.9	
		30090	99.6	30090	103.0	
		30120	99.6	30120	103.0	
		30150	100.7	30150	103.0	
		30211	100.7	30211	103.0	
		30241	100.7	30241	103.0	
		30271	100.7	30271	103.0	
		30301	100.7	30301	103.1	
		30361	100.7	30361	103.0	
		30391	100.7	30391	103.1	
		30421	100.7	30421	103.1	
		30451	100.7	30451	103.1	
		30511	100.7	30511	105.2	
		30541	100.7	30541	104.2	
		30571	100.7	30571	105.2	
		30601	102.9	30601	105.2	
		30661	102.9	30661	105.2	
		30691	102.9	30691	106.3	
		30721	102.9	30721	106.3	
		30781	102.9	30781	106.3	
		30811	104.0	30811	106.4	
		30841	105.1	30841	107.5	
		30871	105.1	30871	107.5	
		30931	105.1	30931	108.6	
		30961	106.2	30961	108.6	
		30991	106.2	30991	109.7	
		31021	106.2	31021	109.7	
		31082	107.3	31082	109.7	
		31112	107.3	31112	109.7	
		31142	107.3	31142	110.8	
		31172	107.3	31172	110.8	
		31232	108.4	31232	110.8	
		31262	107.3	31262	110.8	
		31292	108.4	31292	110.8	
		31352	109.5	31352	110.9	
		31382	109.5	31382	112.0	
		31412	109.5	31412	113.0	
		31442	109.5	31442	113.1	
		31502	110.6	31502	113.1	
		31532	110.6	31532	114.2	
		31562	111.7	31562	114.2	
		31592	111.7	31592	115.3	
		31652	112.8	31652	115.3	
		31682	112.8	31682	115.3	
		31712	113.9	31712	115.4	
		31742	113.9	31742	116.4	
		31802	113.9	31802	117.5	
		31833	113.9	31833	116.5	
		31863	114.0	31863	118.6	
		31923	115.1	31923	118.6	
		31953	115.1	31953	118.6	
		31983	116.1	31983	118.7	
		32013	116.1	32013	119.7	
		32073	116.1	32073	119.7	
		32103	116.1	32103	119.7	
		32133	116.1	32133	119.8	
		32193	116.2	32193	119.8	
		32223	117.2	32223	120.9	
		32253	117.3	32253	119.8	
		32283	117.3	32283	120.9	
		32313	117.3	32313	120.9	
		32373	118.4	32373	120.9	
		32403	118.4	32403	122.0	
		32433	118.4	32433	122.0	
		32493	119.5	32493	123.1	
		32523	119.5	32523	123.1	
		32554	120.6	32554	124.2	
		32584	120.6	32584	124.2	
		32644	121.7	32644	124.2	
		32674	121.7	32674	125.3	
		32704	121.7	32704	125.3	
		32734	122.8	32734	125.4	
		32794	121.7	32794	125.4	
		32824	122.8	32824	125.4	
		32854	123.9	32854	126.5	
		32884	123.9	32884	126.5	
		32944	123.9	32944	126.5	
		32974	123.9	32974	126.5	
		33004	125.0	33004	127.6	
		33064	125.0	33064	127.6	
		33094	125.0	33094	128.7	
		33124	126.1	33124	128.7	
		33154	126.1	33154	128.7	
		33215	127.2	33215	129.8	
		33245	127.2	33245	129.8	
		33275	127.2	33275	129.9	
		33305	127.2	33305	131.0	
		33365	127.2	33365	132.0	
		33395	128.3	33395	132.0	
		33425	128.3	33425	131.0	
		33455	128.3	33455	132.1	
		33515	128.3	33515	131.0	
		33545	128.3	33545	131.0	
		33575	128.3	33575	132.1	
		33605	128.3	33605	132.1	
		33665	128.3	33665	132.0	
		33695	128.3	33695	132.0	
		33725	128.3	33725	132.1	
		33785	128.3	33785	132.1	
		33815	128.3	33815	132.1	
		33845	128.3	33845	132.1	
		33875	128.3	33875	132.1	
		33935	128.3	33935	132.1	
		33965	128.3	33965	132.1	
		33996	128.3	33996	132.1	
		34056	129.4	34056	132.0	
		34086	128.3	34086	132.1	
		34116	128.3	34116	132.1	
		34146	129.4	34146	132.1	
		34176	128.3	34176	132.1	
		34236	129.4	34236	132.1	
		34266	129.4	34266	132.1	
		34296	129.4	34296	132.0	
