Location (um) - Load	Load (gm) - Load	Location (um) - Top view	Diameter (um) - Top view	Location (um) - Side view	Diameter (um) - Side view	
		29310	99.6	29310	101.9	
		29280	98.5	29280	101.9	
		29220	98.5	29220	101.9	
		29190	98.5	29190	100.8	
		29160	98.5	29160	100.8	
		29100	97.4	29100	100.8	
		29070	97.4	29070	100.8	
		29040	97.4	29040	100.8	
		29010	97.4	29010	99.7	
		28949	97.4	28949	99.7	
		28919	96.3	28919	98.6	
		28889	96.3	28889	98.6	
		28859	96.3	28859	98.5	
		28799	95.2	28799	98.5	
		28769	95.2	28769	98.5	
		28739	95.2	28739	98.5	
		28709	95.2	28709	98.5	
		28649	94.1	28649	97.4	
		28619	94.1	28619	97.4	
		28589	94.1	28589	97.4	
		28529	94.1	28529	96.3	
		28498	93.0	28498	95.2	
		28468	91.9	28468	95.2	
		28438	91.9	28438	95.2	
		28378	90.8	28378	94.1	
		28348	90.7	28348	94.1	
		28318	90.7	28318	93.0	
		28288	90.7	28288	93.0	
		28228	89.7	28228	92.9	
		28198	88.6	28198	92.9	
		28168	88.6	28168	92.9	
		28108	88.6	28108	92.9	
		28078	89.6	28078	92.9	
		28048	88.6	28048	92.9	
		28018	89.6	28018	92.9	
		27957	89.6	27957	92.9	
		27927	89.6	27927	92.9	
		27897	89.6	27897	92.9	
		27867	89.7	27867	92.9	
		27807	89.6	27807	92.9	
		27777	89.6	27777	92.9	
		27747	89.6	27747	91.8	
		27687	88.6	27687	91.8	
		27657	88.5	27657	91.8	
		27627	87.4	27627	89.7	
		27597	86.3	27597	89.6	
		27537	86.3	27537	89.6	
		27507	85.2	27507	88.5	
		27477	84.1	27477	87.3	
		27447	83.0	27447	86.2	
		27386	83.0	27386	85.1	
		27356	81.9	27356	85.1	
		27326	80.8	27326	84.0	
		27296	80.8	27296	82.9	
		27236	80.8	27236	82.9	
		27206	79.7	27206	82.9	
		27176	78.6	27176	82.9	
		27146	78.6	27146	82.9	
		27086	79.7	27086	82.9	
		27056	80.8	27056	82.9	
		27026	80.8	27026	82.9	
		26996	80.8	26996	82.9	
		26936	80.8	26936	82.9	
		26906	80.8	26906	82.9	
		26875	80.8	26875	82.9	
		26815	80.8	26815	82.9	
		26785	78.6	26785	81.8	
		26755	78.6	26755	81.8	
		26725	78.6	26725	80.7	
		26665	78.6	26665	80.6	
		26635	76.4	26635	79.6	
		26605	76.4	26605	78.5	
		26545	76.4	26545	78.4	
		26515	75.3	26515	78.4	
		26485	74.2	26485	78.4	
		26455	74.2	26455	76.3	
		26425	74.2	26425	76.2	
		26364	74.2	26364	76.2	
		26334	74.2	26334	77.3	
		26304	74.2	26304	77.3	
		26244	74.2	26244	77.3	
		26214	74.2	26214	77.3	
		26184	74.2	26184	77.3	
		26154	74.2	26154	77.3	
		26094	74.2	26094	77.3	
		26064	74.2	26064	77.3	
		26034	74.2	26034	77.3	
		26004	74.2	26004	77.3	
		25944	74.2	25944	77.3	
		25914	74.2	25914	77.3	
		25883	73.1	25883	76.2	
		25853	73.1	25853	76.2	
		25793	73.1	25793	76.2	
		25763	73.1	25763	76.2	
		25733	73.1	25733	76.2	
		25673	73.1	25673	75.1	
		25643	72.0	25643	74.0	
		25613	70.9	25613	74.0	
		25583	70.9	25583	74.0	
		25523	70.9	25523	73.9	
		25493	70.9	25493	73.9	
		25463	70.9	25463	72.9	
		25372	70.9	25372	72.9	
		25342	69.8	25342	71.7	
		25312	68.7	25312	71.7	
		25252	68.7	25252	71.7	
		25222	68.7	25222	71.7	
		25192	68.7	25192	70.6	
		25162	67.6	25162	70.6	
		25102	66.5	25102	69.5	
		25072	66.5	25072	69.5	
		25042	66.5	25042	69.5	
		25012	66.5	25012	69.5	
		24952	65.4	24952	69.5	
		24922	65.4	24922	68.4	
		24892	65.4	24892	68.4	
		24862	65.4	24862	67.3	
		24801	64.3	24801	67.3	
		24771	63.2	24771	66.2	
		24741	63.1	24741	66.1	
		24681	63.1	24681	66.1	
		24651	63.1	24651	66.1	
		24621	61.0	24621	63.9	
		24591	60.9	24591	63.9	
		24531	60.9	24531	63.9	
		24501	60.9	24501	62.8	
		24471	58.7	24471	62.8	
		24441	58.7	24441	61.7	
		24381	58.7	24381	61.7	
		24351	58.7	24351	60.6	
		24320	57.6	24320	60.5	
		24290	56.5	24290	59.5	
		24230	56.5	24230	59.5	
		24200	56.5	24200	59.4	
		24170	56.5	24170	58.4	
		24110	55.4	24110	59.4	
		24080	55.4	24080	58.3	
		24050	55.4	24050	58.3	
		24020	55.4	24020	57.3	
		23960	55.4	23960	57.3	
		23930	55.4	23930	57.3	
		23900	55.4	23900	57.2	
		23870	54.3	23870	57.2	
		23810	54.3	23810	57.2	
		23780	54.3	23780	57.2	
		23749	54.3	23749	57.2	
		23719	54.3	23719	57.2	
		23659	54.3	23659	57.2	
		23629	54.3	23629	57.2	
		23599	54.3	23599	57.2	
		23539	54.3	23539	57.2	
		23509	54.3	23509	57.2	
		23479	54.3	23479	57.2	
		23449	54.3	23449	57.2	
		23389	54.3	23389	58.3	
		23359	55.4	23359	58.3	
		23329	55.4	23329	58.3	
		23299	54.3	23299	58.3	
		23238	55.4	23238	58.3	
		23208	55.4	23208	58.3	
		23178	55.4	23178	58.4	
		23148	55.4	23148	58.3	
		23088	55.4	23088	58.3	
		23058	54.3	23058	58.3	
		23028	54.3	23028	57.2	
		22968	54.3	22968	56.1	
		22938	53.2	22938	56.1	
		22908	53.2	22908	56.1	
		22878	53.2	22878	55.0	
		22818	51.0	22818	53.9	
		22788	51.0	22788	53.8	
		22758	49.9	22758	51.7	
		22727	48.8	22727	51.6	
		22667	47.7	22667	50.5	
		22637	47.7	22637	49.4	
		22607	45.5	22607	48.3	
		22577	45.5	22577	48.3	
		22517	45.5	22517	47.1	
		22487	44.4	22487	47.1	
		22457	43.3	22457	47.1	
		22397	43.3	22397	47.1	
		22367	43.3	22367	47.1	
		22337	43.3	22337	46.1	
		22307	43.3	22307	46.1	
		22247	43.3	22247	46.1	
		22217	43.3	22217	47.1	
		22187	43.3	22187	46.1	
		22156	43.3	22156	47.1	
		22096	43.3	22096	46.1	
		22066	43.3	22066	46.1	
		22036	43.3	22036	47.1	
		22006	44.4	22006	46.1	
		21946	44.4	21946	46.1	
		21916	44.4	21916	47.1	
		21886	44.4	21886	47.2	
		21856	44.4	21856	47.2	
		21796	44.4	21796	47.2	
		21766	44.4	21766	48.3	
		21736	44.4	21736	48.3	
		21676	44.4	21676	48.3	
		21646	44.4	21646	48.3	
		21616	44.4	21616	48.3	
		21585	44.4	21585	48.3	
		21525	45.5	21525	48.3	
		21495	45.5	21495	48.3	
		21465	45.5	21465	48.3	
		21435	46.6	21435	48.3	
		21375	46.6	21375	48.3	
		21345	46.6	21345	48.3	
		21315	46.6	21315	48.3	
		21255	46.6	21255	48.3	
		21225	46.6	21225	48.3	
		21195	45.5	21195	48.3	
		21165	45.5	21165	48.3	
		21135	45.5	21135	48.3	
		21075	45.5	21075	48.3	
		21045	45.5	21045	48.3	
		21014	44.4	21014	48.3	
		20954	45.5	20954	48.3	
		20924	44.4	20924	48.3	
		20894	45.5	20894	48.3	
		20834	44.4	20834	48.3	
		20804	44.4	20804	48.3	
		20774	44.4	20774	48.3	
		20744	44.4	20744	47.2	
		20714	44.4	20714	46.1	
		20654	43.3	20654	46.1	
		20624	43.3	20624	46.0	
		20594	43.3	20594	46.0	
		20534	43.3	20534	46.0	
		20504	42.2	20504	46.0	
		20473	42.2	20473	44.9	
		20443	42.2	20443	43.8	
		20383	40.0	20383	43.8	
		20353	40.0	20353	42.7	
		20323	40.0	20323	42.7	
		20263	38.9	20263	42.7	
		20233	37.8	20233	40.5	
		20203	37.8	20203	40.4	
		20173	37.8	20173	39.4	
		20113	35.6	20113	39.3	
		20083	35.5	20083	38.2	
		20053	35.5	20053	38.2	
		20023	33.4	20023	36.1	
		19963	33.3	19963	36.0	
		19932	33.3	19932	36.0	
		19902	32.2	19902	34.9	
		19872	31.1	19872	33.7	
		19812	31.1	19812	33.7	
		19782	30.0	19782	33.7	
		19752	30.0	19752	32.6	
		19692	28.9	19692	31.5	
		19662	28.9	19662	31.5	
		19632	28.9	19632	31.5	
		19602	27.8	19602	31.5	
		19572	27.8	19572	30.4	
		19512	27.8	19512	30.4	
		19482	27.8	19482	30.4	
		19452	27.8	19452	29.3	
		19392	27.8	19392	29.3	
		19361	27.8	19361	29.3	
		19331	26.7	19331	29.3	
		19301	27.8	19301	29.3	
		19241	26.7	19241	29.3	
		19211	26.7	19211	29.3	
		19181	26.7	19181	29.3	
		19151	26.7	19151	29.3	
		19091	26.7	19091	29.3	
		19061	26.7	19061	29.3	
		19031	25.6	19031	29.3	
		19001	25.6	19001	29.3	
		18941	25.6	18941	29.3	
		18911	25.6	18911	29.3	
		18881	25.6	18881	29.3	
		18821	25.6	18821	28.2	
		18791	25.6	18791	29.3	
		18760	25.6	18760	28.2	
		18730	25.6	18730	27.1	
		18670	24.5	18670	27.1	
		18640	24.5	18640	28.2	
		18610	24.5	18610	28.1	
		18580	24.5	18580	27.1	
		18520	24.5	18520	27.1	
		18490	24.5	18490	27.0	
		18460	24.5	18460	27.0	
		18400	24.5	18400	27.0	
		18370	24.5	18370	27.0	
		18340	24.5	18340	27.0	
		18310	24.5	18310	27.0	
		18250	24.5	18250	27.0	
		18220	24.5	18220	27.0	
		18190	24.5	18190	27.0	
		18159	24.5	18159	27.0	
		18099	23.4	18099	27.0	
		18069	24.5	18069	27.0	
		18039	24.5	18039	27.0	
		18009	24.5	18009	26.0	
		17949	23.4	17949	26.0	
		17919	23.4	17919	25.9	
		17889	23.4	17889	25.9	
		17829	23.4	17829	25.9	
		17799	23.4	17799	24.9	
		17769	23.4	17769	25.9	
		17739	23.4	17739	25.9	
		17679	23.4	17679	25.9	
		17649	23.4	17649	25.9	
		17618	23.4	17618	25.9	
		17588	23.4	17588	25.9	
		17528	23.4	17528	27.0	
		17498	23.4	17498	27.0	
		17468	23.4	17468	27.0	
		17438	23.4	17438	27.0	
		17378	23.4	17378	27.0	
		17348	23.4	17348	25.9	
		17318	23.4	17318	25.9	
		17258	23.4	17258	25.9	
		17228	22.3	17228	25.9	
		17198	22.3	17198	25.9	
		17168	22.3	17168	25.9	
		17138	22.3	17138	24.8	
		17078	22.3	17078	24.8	
		17048	22.3	17048	24.8	
		17017	22.3	17017	23.8	
		16957	22.3	16957	23.8	
		16927	22.3	16927	23.8	
		16897	22.3	16897	23.7	
		16867	22.3	16867	23.7	
		16807	22.3	16807	23.7	
		16777	22.3	16777	23.7	
		16747	22.3	16747	24.8	
		16687	22.3	16687	24.8	
		16657	22.3	16657	24.8	
		16627	21.2	16627	24.8	
		16597	21.2	16597	24.8	
		16537	21.2	16537	24.8	
		16507	21.2	16507	24.8	
		16477	21.2	16477	24.8	
		16447	21.2	16447	24.8	
		16386	21.2	16386	24.8	
		16356	21.2	16356	24.8	
		16326	21.2	16326	24.8	
		16296	21.2	16296	24.8	
		16236	21.2	16236	24.8	
		16206	21.2	16206	24.8	
		16176	21.2	16176	24.8	
		16116	21.2	16116	24.8	
		16086	21.2	16086	24.8	
		16056	21.2	16056	24.8	
		16026	22.3	16026	24.8	
		15966	21.2	15966	24.8	
		15936	22.3	15936	23.7	
		15906	22.3	15906	23.7	
		15876	22.3	15876	23.7	
		15815	22.3	15815	23.7	
		15785	22.3	15785	24.8	
		15755	22.3	15755	25.9	
		15725	22.3	15725	25.9	
		15665	23.4	15665	25.9	
		15635	23.4	15635	25.9	
		15605	23.4	15605	25.9	
		15575	23.4	15575	25.9	
		15515	23.4	15515	25.9	
		15485	23.4	15485	25.9	
		15455	23.4	15455	25.9	
		15395	23.4	15395	24.8	
		15365	23.4	15365	25.9	
		15335	23.4	15335	25.9	
		15304	24.5	15304	26.0	
		15244	24.5	15244	27.0	
		15214	24.5	15214	27.0	
		15184	24.5	15184	27.0	
		15154	24.5	15154	27.0	
		15094	24.5	15094	27.0	
		15064	24.5	15064	27.0	
		15034	24.5	15034	27.0	
		14974	25.6	14974	27.1	
		14944	25.6	14944	28.2	
		14914	25.6	14914	28.2	
		14884	25.6	14884	28.2	
		14854	25.6	14854	28.2	
		14793	25.6	14793	28.2	
		14763	26.7	14763	29.3	
		14733	26.7	14733	30.4	
		14673	26.7	14673	30.4	
		14643	26.7	14643	30.4	
		14613	26.7	14613	30.4	
		14583	26.7	14583	30.4	
		14523	27.8	14523	30.4	
		14493	28.9	14493	30.4	
		14463	28.9	14463	30.4	
		14433	28.9	14433	30.4	
		14373	28.9	14373	31.5	
		14343	28.9	14343	32.6	
		14313	28.9	14313	32.6	
		14253	30.0	14253	32.6	
		14223	30.0	14223	32.6	
		14192	30.0	14192	32.6	
		14162	30.0	14162	32.6	
		14102	31.1	14102	32.7	
		14072	31.1	14072	33.7	
		14042	31.1	14042	33.7	
		13982	31.1	13982	33.8	
		13952	31.1	13952	34.9	
		13922	32.2	13922	34.9	
		13892	33.3	13892	36.0	
		13832	33.3	13832	36.0	
		13802	33.3	13802	36.0	
		13772	33.3	13772	36.0	
		13742	33.3	13742	36.1	
		13682	33.3	13682	36.0	
		13652	34.4	13652	37.1	
		13621	35.5	13621	38.2	
		13591	35.5	13591	38.2	
		13531	35.5	13531	38.2	
		13501	35.5	13501	38.2	
		13471	35.5	13471	38.2	
		13411	36.7	13411	39.3	
		13381	35.6	13381	39.4	
		13351	36.7	13351	39.4	
		13321	37.8	13321	40.4	
		13291	37.8	13291	40.4	
		13231	37.8	13231	40.5	
		13201	37.8	13201	40.5	
		13171	37.8	13171	40.5	
		13111	38.9	13111	41.6	
		13081	37.8	13081	41.6	
		13050	38.9	13050	41.6	
		13020	38.9	13020	41.6	
		12960	40.0	12960	41.6	
		12930	40.0	12930	41.6	
		12900	40.0	12900	42.7	
		12870	40.0	12870	42.7	
		12810	40.0	12810	42.7	
		12780	40.0	12780	43.8	
		12750	40.0	12750	42.7	
		12720	40.0	12720	43.8	
		12660	40.0	12660	43.8	
		12630	40.0	12630	43.8	
		12600	41.1	12600	43.8	
		12540	41.1	12540	43.8	
		12509	41.1	12509	43.8	
		12479	41.1	12479	43.8	
		12449	40.0	12449	43.8	
		12389	41.1	12389	42.7	
		12359	40.0	12359	42.7	
		12329	40.0	12329	42.7	
		12269	40.0	12269	42.7	
		12239	40.0	12239	42.7	
		12209	40.0	12209	42.7	
		12179	38.9	12179	42.7	
		12149	40.0	12149	42.7	
		12089	38.9	12089	42.7	
		12059	38.9	12059	41.6	
		12029	38.9	12029	41.6	
		11968	38.9	11968	41.6	
		11938	38.9	11938	41.6	
		11908	38.9	11908	41.6	
		11878	38.9	11878	41.6	
		11818	38.9	11818	41.6	
		11788	38.9	11788	42.7	
		11758	38.9	11758	42.7	
		11728	38.9	11728	42.7	
		11668	38.9	11668	42.7	
		11638	38.9	11638	42.7	
		11608	40.0	11608	42.7	
		11548	40.0	11548	42.7	
		11518	40.0	11518	42.7	
		11488	40.0	11488	42.7	
		11457	40.0	11457	42.7	
		11397	40.0	11397	42.7	
		11367	40.0	11367	42.7	
		11337	40.0	11337	42.7	
		11307	41.1	11307	43.8	
		11247	41.1	11247	43.8	
		11217	42.2	11217	43.8	
		11187	42.2	11187	43.9	
		11127	42.2	11127	44.9	
		11097	42.2	11097	46.0	
		11067	42.2	11067	46.0	
		11037	42.2	11037	46.0	
		10977	43.3	10977	46.1	
		10947	44.4	10947	47.1	
		10916	44.4	10916	47.2	
		10886	44.4	10886	48.3	
		10826	44.4	10826	48.3	
		10796	46.6	10796	48.3	
		10766	46.6	10766	49.4	
		10736	46.6	10736	49.4	
		10676	47.7	10676	50.5	
		10646	48.8	10646	51.6	
		10616	48.8	10616	51.6	
		10586	49.9	10586	52.8	
		10526	51.0	10526	53.8	
		10496	51.0	10496	53.9	
		10466	51.0	10466	53.9	
		10405	53.2	10405	56.1	
		10375	53.2	10375	56.1	
		10345	53.2	10345	56.2	
		10315	54.3	10315	58.3	
		10255	54.3	10255	58.3	
		10225	54.3	10225	58.3	
		10195	56.5	10195	58.3	
		10165	56.5	10165	58.3	
		10105	56.5	10105	58.3	
		10075	56.5	10075	58.3	
		10045	55.4	10045	58.3	
		10015	55.4	10015	58.3	
		9955	55.4	9955	58.3	
		9925	55.4	9925	58.3	
		9894	55.4	9894	57.2	
		9834	55.4	9834	57.2	
		9804	53.2	9804	57.2	
		9774	53.2	9774	56.2	
		9744	53.2	9744	56.1	
		9684	54.3	9684	57.2	
		9654	54.3	9654	57.2	
		9624	54.3	9624	57.2	
		9594	54.3	9594	57.2	
		9534	54.3	9534	57.2	
		9504	54.3	9504	57.2	
		9474	54.3	9474	57.2	
		9444	55.4	9444	57.3	
		9383	55.4	9383	58.3	
		9353	55.4	9353	58.3	
		9323	55.4	9323	58.4	
		9263	55.4	9263	58.3	
		9233	55.4	9233	59.5	
		9203	55.5	9203	59.5	
		9173	57.6	9173	60.5	
		9113	57.6	9113	60.5	
		9083	57.6	9083	60.6	
		9053	57.6	9053	60.6	
		9023	58.7	9023	61.7	
		8963	58.7	8963	61.7	
		8933	58.7	8933	61.7	
		8903	59.8	8903	62.8	
		8873	59.8	8873	62.8	
		8812	59.8	8812	63.9	
		8782	60.9	8782	63.9	
		8752	60.9	8752	63.9	
		8692	60.9	8692	63.9	
		8662	60.9	8662	63.9	
		8632	60.9	8632	63.9	
		8602	62.0	8602	64.0	
		8542	62.0	8542	65.1	
		8512	62.0	8512	65.1	
		8482	62.0	8482	66.1	
		8452	62.1	8452	66.1	
		8392	64.3	8392	66.2	
		8362	64.3	8362	67.2	
		8332	64.3	8332	67.2	
		8301	64.3	8301	67.3	
		8241	64.3	8241	67.3	
		8211	64.3	8211	67.3	
		8181	65.4	8181	68.4	
		8151	65.4	8151	68.4	
		8091	65.4	8091	68.4	
		8061	65.4	8061	68.4	
		8031	65.4	8031	69.5	
		7971	66.5	7971	69.5	
		7941	66.5	7941	69.5	
		7911	67.6	7911	69.5	
		7881	66.5	7881	70.6	
		7821	67.6	7821	70.6	
		7791	67.6	7791	70.6	
		7760	67.6	7760	70.6	
		7730	67.6	7730	70.6	
		7670	67.6	7670	70.6	
		7640	67.6	7640	70.6	
		7610	67.6	7610	70.6	
		7580	67.6	7580	70.6	
		7520	67.6	7520	70.6	
		7490	67.6	7490	70.6	
		7460	67.6	7460	70.7	
		7400	68.7	7400	71.8	
		7370	69.8	7370	72.8	
		7340	69.8	7340	72.8	
		7310	69.8	7310	72.8	
		7249	69.8	7249	72.8	
		7219	69.8	7219	72.8	
		7189	70.9	7189	74.0	
		7129	72.0	7129	75.1	
		7099	72.0	7099	75.1	
		7069	72.0	7069	75.1	
		7039	72.0	7039	75.1	
		7009	72.0	7009	75.1	
		6949	73.1	6949	76.2	
		6919	74.2	6919	76.2	
		6889	73.1	6889	76.2	
		6859	74.2	6859	77.3	
		6799	74.2	6799	77.3	
		6768	75.3	6768	78.4	
		6738	75.3	6738	78.4	
		6678	75.3	6678	78.4	
		6648	75.3	6648	78.4	
		6618	75.3	6618	78.4	
		6558	75.3	6558	78.4	
		6528	76.4	6528	78.5	
		6498	75.3	6498	78.4	
		6468	76.4	6468	78.4	
		6438	75.3	6438	78.4	
		6378	75.3	6378	78.4	
		6348	75.3	6348	78.4	
		6318	74.2	6318	78.4	
		6257	74.2	6257	78.4	
		6227	74.2	6227	76.3	
		6197	74.2	6197	76.2	
		6167	74.2	6167	76.2	
		6107	74.2	6107	77.3	
		6077	74.2	6077	77.3	
		6047	74.2	6047	77.3	
		5987	74.2	5987	78.4	
		5957	75.3	5957	78.4	
		5927	76.4	5927	78.5	
		5897	76.4	5897	79.6	
		5837	76.4	5837	80.6	
		5807	77.5	5807	80.6	
		5777	78.6	5777	80.7	
		5747	78.6	5747	81.8	
		5686	78.6	5686	82.9	
		5656	80.8	5656	82.9	
		5626	80.8	5626	82.9	
		5596	80.8	5596	85.1	
		5536	81.9	5536	85.1	
		5506	83.0	5506	85.1	
		5476	83.0	5476	87.3	
		5446	83.0	5446	87.3	
		5386	84.1	5386	87.4	
		5356	85.2	5356	88.5	
		5326	85.2	5326	89.6	
		5296	87.4	5296	89.6	
		5236	87.4	5236	90.7	
		5206	87.4	5206	90.7	
		5176	87.4	5176	90.7	
		5115	87.4	5115	90.7	
		5085	87.5	5085	90.7	
		5055	87.4	5055	90.7	
		5025	87.4	5025	90.7	
		4965	87.4	4965	90.7	
		4935	87.4	4935	90.7	
		4905	87.4	4905	90.7	
		4875	87.4	4875	90.7	
		4815	87.4	4815	90.8	
		4785	88.5	4785	91.8	
		4755	88.5	4755	91.8	
		4695	89.6	4695	91.8	
		4665	89.6	4665	93.0	
		4635	89.7	4635	94.1	
		4605	90.8	4605	94.1	
		4544	91.9	4544	95.2	
		4514	93.0	4514	95.2	
		4484	91.9	4484	95.2	
		4454	93.0	4454	95.3	
		4394	93.0	4394	96.3	
		4364	93.0	4364	96.3	
		4334	93.0	4334	96.3	
		4304	93.0	4304	96.3	
		4244	93.0	4244	96.3	
		4214	93.0	4214	96.3	
		4184	93.0	4184	96.3	
		4124	93.0	4124	96.3	
		4093	93.0	4093	96.3	
		4063	94.1	4063	96.3	
		4033	94.1	4033	96.4	
		3973	94.1	3973	97.4	
		3943	95.2	3943	98.5	
		3913	95.2	3913	98.5	
		3883	95.2	3883	98.6	
		3823	96.3	3823	99.6	
		3793	96.3	3793	99.7	
		3763	96.3	3763	99.7	
		3733	97.4	3733	100.8	
		3673	97.4	3673	101.9	
		3643	98.5	3643	101.9	
		3613	98.5	3613	101.9	
		3552	98.5	3552	101.9	
		3522	98.5	3522	101.9	
		3492	98.5	3492	103.0	
		3462	99.6	3462	103.0	
		3402	100.7	3402	103.0	
		3372	100.7	3372	103.0	
		3342	100.7	3342	104.1	
		3312	100.7	3312	104.1	
		3252	100.7	3252	104.1	
		3222	101.8	3222	105.3	
		3192	102.9	3192	105.3	
		3162	102.9	3162	105.3	
		3102	102.9	3102	105.3	
		3071	102.9	3071	107.5	
		3041	102.9	3041	106.4	
		2981	104.0	2981	106.4	
		2951	104.0	2951	107.5	
		2921	105.1	2921	107.5	
		2891	105.1	2891	107.5	
		2831	105.1	2831	108.6	
		2801	106.2	2801	108.6	
		2771	106.2	2771	108.6	
		2741	106.2	2741	110.8	
		2681	107.3	2681	110.8	
		2651	107.3	2651	110.8	
		2621	107.3	2621	110.9	
		2591	107.3	2591	111.9	
		2530	109.5	2530	111.9	
		2500	109.5	2500	111.9	
		2470	109.5	2470	113.0	
		2410	109.5	2410	113.0	
		2380	109.5	2380	113.0	
		2350	109.5	2350	113.1	
		2320	110.6	2320	114.2	
		2260	111.7	2260	114.2	
		2230	111.7	2230	114.2	
		2200	111.7	2200	114.2	
		2170	111.7	2170	114.2	
		2110	111.7	2110	115.3	
		2079	112.8	2079	115.3	
		2049	112.8	2049	116.4	
		2019	112.8	2019	116.4	
		1959	112.8	1959	117.5	
		1929	113.9	1929	117.5	
		1899	115.0	1899	117.5	
		1839	115.0	1839	117.5	
		1809	115.0	1809	117.5	
		1779	115.0	1779	118.6	
		1749	116.1	1749	118.6	
		1689	116.1	1689	118.7	
		1659	116.1	1659	118.7	
		1628	116.1	1628	119.8	
		1598	117.2	1598	120.9	
		1538	117.2	1538	120.9	
		1508	117.2	1508	120.9	
		1478	117.3	1478	120.9	
		1448	118.4	1448	122.0	
		1388	118.4	1388	122.0	
		1358	118.4	1358	123.1	
		1328	119.5	1328	123.1	
		1298	119.5	1298	123.1	
		1238	119.5	1238	123.1	
		1208	120.6	1208	123.1	
		1178	120.6	1178	124.2	
		1117	120.6	1117	124.3	
		1087	121.7	1087	124.3	
		1057	121.7	1057	125.3	
		1027	122.8	1027	125.3	
		967	122.8	967	126.4	
		937	123.9	937	126.5	
		907	123.9	907	126.5	
		877	123.9	877	126.5	
		817	123.9	817	127.6	
		787	125.0	787	127.6	
		757	123.9	757	127.6	
		697	123.9	697	127.6	
		667	125.0	667	127.6	
		637	123.9	637	126.5	
		606	122.8	606	125.3	
		546	121.7	546	123.2	
		516	119.5	516	122.0	
		486	117.2	486	118.7	
		456	115.0	456	116.4	
		396	111.7	396	114.2	
		366	108.4	366	110.8	
		336	107.3	336	109.7	
		306	106.2	306	109.7	
		246	107.3	246	110.8	
		216	108.4	216	111.9	
		186	110.6	186	115.3	
		156	113.9	156	117.6	
		96	118.3	96	122.0	
		66	121.7	66	124.2	
		35	123.9	35	126.4	
