Location (um) - Load	Load (gm) - Load	Location (um) - Top view	Diameter (um) - Top view	Location (um) - Side view	Diameter (um) - Side view	
		7411	49.9	7411	51.7	
		7381	49.9	7381	52.7	
		7321	49.9	7321	52.8	
		7291	51.0	7291	52.8	
		7261	51.0	7261	52.8	
		7201	51.0	7201	52.9	
		7171	51.0	7171	55.0	
		7141	52.1	7141	55.0	
		7111	53.2	7111	55.0	
		7081	53.2	7081	55.0	
		7021	53.2	7021	55.0	
		6991	53.2	6991	56.1	
		6961	53.2	6961	56.1	
		6901	54.3	6901	56.2	
		6871	55.4	6871	57.3	
		6841	55.4	6841	57.3	
		6811	55.4	6811	58.4	
		6750	56.5	6750	58.4	
		6720	56.5	6720	58.4	
		6690	56.5	6690	59.5	
		6660	57.6	6660	59.5	
		6600	57.6	6600	59.6	
		6570	58.7	6570	60.6	
		6540	58.7	6540	61.7	
		6510	58.7	6510	61.7	
		6450	58.7	6450	61.7	
		6420	58.7	6420	61.7	
		6390	58.8	6390	61.8	
		6330	60.9	6330	62.8	
		6300	60.9	6300	62.8	
		6270	60.9	6270	62.9	
		6240	60.9	6240	62.9	
		6180	61.0	6180	63.9	
		6150	61.0	6150	63.9	
		6120	62.0	6120	64.0	
		6090	62.0	6090	64.0	
		6030	62.0	6030	65.1	
		6000	62.1	6000	65.1	
		5970	63.2	5970	65.1	
		5910	64.3	5910	66.2	
		5880	64.3	5880	66.2	
		5850	64.3	5850	66.2	
		5820	64.3	5820	66.3	
		5760	64.3	5760	68.4	
		5730	66.5	5730	68.4	
		5700	66.5	5700	68.4	
		5670	66.5	5670	68.5	
		5610	66.5	5610	68.5	
		5580	66.5	5580	70.6	
		5550	68.7	5550	70.6	
		5520	68.7	5520	70.7	
		5460	68.7	5460	71.8	
		5430	69.8	5430	71.8	
		5400	69.8	5400	71.8	
		5340	69.8	5340	72.9	
		5310	69.8	5310	72.9	
		5280	70.9	5280	74.0	
		5250	72.0	5250	74.0	
		5190	72.0	5190	74.1	
		5160	72.0	5160	74.1	
		5130	72.0	5130	74.1	
		5100	72.0	5100	75.1	
		5040	73.1	5040	75.2	
		5010	73.1	5010	75.2	
		4980	73.1	4980	75.2	
		4950	73.1	4950	75.2	
		4890	73.1	4890	75.2	
		4860	73.1	4860	76.3	
		4830	74.2	4830	76.3	
		4770	74.2	4770	77.4	
		4740	74.2	4740	76.3	
		4710	74.2	4710	77.4	
		4680	74.2	4680	78.4	
		4620	75.3	4620	78.4	
		4590	76.4	4590	78.5	
		4560	76.4	4560	78.6	
		4530	76.4	4530	78.6	
		4470	77.5	4470	80.7	
		4439	78.6	4439	80.7	
		4409	78.6	4409	80.8	
		4379	78.6	4379	80.8	
		4319	79.7	4319	82.9	
		4289	79.7	4289	82.9	
		4259	80.8	4259	83.0	
		4199	80.8	4199	83.0	
		4169	81.9	4169	85.1	
		4139	81.9	4139	85.1	
		4109	81.9	4109	85.2	
		4049	83.0	4049	85.2	
		4019	83.0	4019	85.3	
		3989	84.1	3989	87.3	
		3959	84.1	3959	87.4	
		3899	85.2	3899	87.4	
		3869	86.3	3869	88.5	
		3839	86.3	3839	88.6	
		3809	86.3	3809	89.7	
		3749	87.5	3749	89.7	
		3719	88.5	3719	90.8	
		3689	88.5	3689	91.9	
		3629	89.6	3629	91.9	
		3599	89.6	3599	91.9	
		3569	89.6	3569	93.0	
		3539	89.7	3539	93.0	
		3479	89.7	3479	93.0	
		3449	90.8	3449	93.1	
		3419	90.8	3419	93.0	
		3389	90.8	3389	93.1	
		3329	90.8	3329	93.1	
		3299	90.8	3299	94.2	
		3269	91.9	3269	95.2	
		3239	93.0	3239	95.2	
		3179	93.0	3179	95.3	
		3149	93.0	3149	96.4	
		3119	94.1	3119	96.4	
		3059	95.2	3059	97.5	
		3029	95.2	3029	98.6	
		2998	96.3	2998	98.6	
		2968	96.3	2968	98.7	
		2908	96.3	2908	100.8	
		2878	97.4	2878	100.8	
		2848	98.5	2848	100.8	
		2818	98.5	2818	101.9	
		2758	98.5	2758	101.9	
		2728	99.6	2728	102.0	
		2698	99.6	2698	102.0	
		2668	99.6	2668	103.0	
		2608	99.6	2608	103.1	
		2578	101.8	2578	104.1	
		2548	101.8	2548	104.2	
		2488	101.8	2488	105.3	
		2458	102.9	2458	105.3	
		2428	102.9	2428	105.4	
		2398	102.9	2398	107.5	
		2338	105.1	2338	107.5	
		2308	105.1	2308	107.6	
		2278	105.1	2278	107.6	
		2248	105.2	2248	108.7	
		2188	107.3	2188	109.8	
		2158	107.3	2158	110.8	
		2128	107.3	2128	110.8	
		2098	108.4	2098	110.9	
		2038	108.4	2038	112.0	
		2008	109.5	2008	113.0	
		1978	109.5	1978	113.1	
		1948	109.5	1948	113.1	
		1888	110.6	1888	113.1	
		1858	111.7	1858	114.2	
		1828	111.7	1828	115.3	
		1768	112.8	1768	115.3	
		1738	112.8	1738	115.3	
		1708	112.8	1708	116.4	
		1678	113.9	1678	116.5	
		1618	115.0	1618	117.6	
		1588	115.0	1588	117.6	
		1558	115.0	1558	118.7	
		1528	116.1	1528	118.7	
		1468	116.2	1468	119.8	
		1438	116.2	1438	119.8	
		1408	117.2	1408	119.8	
		1348	118.3	1348	120.9	
		1318	118.3	1318	121.0	
		1288	118.4	1288	121.0	
		1258	119.5	1258	122.1	
		1197	119.5	1197	122.1	
		1167	120.6	1167	123.2	
		1137	121.7	1137	124.3	
		1107	121.7	1107	124.3	
		1047	122.8	1047	125.4	
		1017	122.8	1017	125.4	
		987	122.8	987	126.5	
		927	122.8	927	126.5	
		897	123.9	897	126.5	
		867	122.8	867	126.4	
		837	122.8	837	124.3	
		777	120.6	777	123.1	
		747	118.4	747	120.9	
		717	116.1	717	117.6	
		687	112.8	687	114.3	
		627	109.5	627	110.9	
		597	106.2	597	107.6	
		567	104.0	567	105.3	
		537	101.8	537	104.2	
		477	101.8	477	105.3	
		447	104.0	447	106.4	
		417	106.2	417	109.7	
		387	109.5	387	113.1	
		327	113.9	327	117.5	
		297	117.2	297	120.9	
		267	120.6	267	124.2	
		237	123.9	237	126.6	
		177	126.1	177	128.8	
		147	127.2	147	130.9	
		117	128.3	117	131.0	
		57	129.4	57	132.1	
		27	130.5	27	131.1	
