	
		15970	26.7	15970	29.3	
		15910	26.7	15910	28.2	
		15880	25.6	15880	28.2	
		15850	25.6	15850	27.1	
		15820	25.6	15820	28.1	
		15760	24.5	15760	27.1	
		15730	23.4	15730	26.0	
		15700	23.4	15700	25.9	
		15670	23.4	15670	25.9	
		15610	23.4	15610	25.9	
		15580	23.4	15580	23.8	
		15550	22.3	15550	23.7	
		15520	22.3	15520	23.7	
		15460	22.3	15460	24.8	
		15430	22.3	15430	24.8	
		15400	22.3	15400	23.7	
		15370	21.2	15370	23.7	
		15310	21.2	15310	22.7	
		15279	21.2	15279	21.6	
		15249	21.2	15249	21.6	
		15189	21.2	15189	22.6	
		15159	21.2	15159	22.6	
		15129	21.2	15129	23.7	
		15099	21.2	15099	23.7	
		15039	21.2	15039	23.7	
		15009	21.2	15009	23.7	
		14979	21.2	14979	23.7	
		14949	21.2	14949	23.7	
		14889	21.2	14889	23.7	
		14859	21.2	14859	23.7	
		14829	20.1	14829	23.7	
		14799	20.1	14799	23.7	
		14739	21.2	14739	23.7	
		14709	21.2	14709	22.6	
		14679	21.2	14679	22.6	
		14619	21.2	14619	22.6	
		14589	21.2	14589	22.6	
		14559	21.2	14559	22.6	
		14529	21.2	14529	22.7	
		14468	21.2	14468	23.7	
		14438	21.2	14438	23.7	
		14408	21.2	14408	23.7	
		14378	21.2	14378	24.8	
		14318	21.2	14318	24.8	
		14288	21.2	14288	24.8	
		14258	21.2	14258	24.8	
		14198	21.2	14198	24.8	
		14168	21.2	14168	24.8	
		14138	21.2	14138	24.8	
		14108	21.2	14108	24.8	
		14048	21.2	14048	24.8	
		14018	21.2	14018	24.8	
		13988	21.2	13988	24.8	
		13958	21.2	13958	24.8	
		13898	21.2	13898	24.8	
		13868	22.3	13868	24.8	
		13838	21.2	13838	24.8	
		13808	22.3	13808	24.8	
		13747	22.3	13747	24.8	
		13717	22.3	13717	23.7	
		13687	22.3	13687	23.7	
		13657	22.3	13657	23.7	
		13597	22.3	13597	23.7	
		13567	22.3	13567	23.7	
		13537	22.3	13537	23.7	
		13477	22.3	13477	23.8	
		13447	22.3	13447	23.8	
		13417	22.3	13417	24.9	
		13387	22.3	13387	25.9	
		13327	22.3	13327	25.9	
		13297	23.4	13297	25.9	
		13267	23.4	13267	25.9	
		13237	23.4	13237	25.9	
		13177	23.4	13177	25.9	
		13147	23.4	13147	25.9	
		13117	24.5	13117	25.9	
		13087	24.5	13087	24.8	
		13026	24.5	13026	24.9	
		12996	24.5	12996	25.9	
		12966	23.4	12966	25.9	
		12906	24.5	12906	27.0	
		12876	25.6	12876	27.0	
		12846	24.5	12846	27.0	
		12816	25.6	12816	27.0	
		12756	24.5	12756	27.1	
		12726	24.5	12726	27.1	
		12696	24.5	12696	28.2	
		12636	25.6	12636	28.2	
		12606	25.6	12606	29.3	
		12576	25.6	12576	29.3	
		12546	25.6	12546	29.3	
		12516	25.6	12516	29.3	
		12456	25.6	12456	29.3	
		12426	25.6	12426	28.2	
		12396	25.6	12396	28.2	
		12336	25.6	12336	28.2	
		12306	26.7	12306	28.2	
		12276	26.7	12276	28.2	
		12246	26.7	12246	28.2	
		12185	26.7	12185	29.3	
		12155	25.6	12155	29.3	
		12125	26.7	12125	29.3	
		12095	25.6	12095	29.3	
		12035	26.7	12035	29.3	
		12005	26.7	12005	29.3	
		11975	26.7	11975	30.4	
		11945	27.8	11945	30.4	
		11885	27.8	11885	30.4	
		11855	26.7	11855	30.4	
		11825	27.8	11825	30.4	
		11765	27.8	11765	31.5	
		11735	27.8	11735	31.5	
		11705	28.9	11705	31.5	
		11675	27.8	11675	31.5	
		11615	28.9	11615	31.5	
		11585	28.9	11585	31.5	
		11555	28.9	11555	31.5	
		11525	30.0	11525	31.5	
		11464	28.9	11464	31.6	
		11434	30.0	11434	31.6	
		11404	30.0	11404	32.7	
		11374	31.1	11374	32.7	
		11314	30.0	11314	33.7	
		11284	31.1	11284	33.7	
		11254	31.1	11254	33.7	
		11194	31.1	11194	33.7	
		11164	32.2	11164	33.8	
		11134	32.2	11134	33.8	
		11104	32.2	11104	34.9	
		11044	32.2	11044	34.9	
		11014	32.2	11014	34.9	
		10984	32.2	10984	34.9	
		10954	32.3	10954	36.0	
		10894	33.3	10894	36.0	
		10864	33.3	10864	37.1	
		10833	33.3	10833	37.1	
		10773	34.4	10773	37.1	
		10743	35.5	10743	37.1	
		10713	34.5	10713	37.2	
		10683	35.6	10683	37.2	
		10623	35.6	10623	37.2	
		10593	36.7	10593	37.1	
		10563	36.7	10563	39.3	
		10533	36.7	10533	39.4	
		10473	37.8	10473	39.4	
		10443	37.8	10443	40.5	
		10413	37.8	10413	40.5	
		10383	37.8	10383	41.6	
		10323	38.9	10323	41.6	
		10293	40.0	10293	41.6	
		10263	40.0	10263	42.7	
		10203	40.0	10203	42.7	
		10173	41.1	10173	43.8	
		10143	41.1	10143	44.9	
		10112	41.1	10112	44.9	
		10052	42.2	10052	44.9	
		10022	42.2	10022	45.0	
		9992	43.3	9992	46.0	
		9962	44.4	9962	47.1	
		9902	44.4	9902	47.1	
		9872	44.4	9872	47.2	
		9842	45.5	9842	49.4	
		9812	46.6	9812	49.4	
		9752	46.6	9752	49.4	
		9722	46.6	9722	49.5	
		9692	48.8	9692	50.6	
		9632	48.8	9632	51.6	
		9602	48.8	9602	51.6	
		9572	48.8	9572	51.7	
		9542	49.9	9542	52.8	
		9512	51.0	9512	53.8	
		9452	51.0	9452	53.8	
		9421	51.0	9421	53.9	
		9391	52.1	9391	55.0	
		9331	53.2	9331	55.0	
		9301	53.2	9301	56.1	
		9271	53.2	9271	57.2	
		9241	53.2	9241	57.2	
		9181	54.3	9181	57.2	
		9151	55.4	9151	57.2	
		9121	55.4	9121	58.4	
		9091	55.4	9091	58.3	
		9031	55.4	9031	59.4	
		9001	55.4	9001	59.4	
		8971	56.5	8971	59.4	
		8911	57.6	8911	59.5	
		8881	57.6	8881	60.5	
		8851	57.6	8851	60.6	
		8821	57.6	8821	60.6	
		8761	57.6	8761	60.6	
		8731	58.7	8731	60.6	
		8700	58.7	8700	60.6	
		8670	58.7	8670	60.6	
		8610	58.7	8610	61.7	
		8580	58.7	8580	60.6	
		8550	58.7	8550	61.7	
		8490	58.7	8490	61.7	
		8460	58.7	8460	61.7	
		8430	58.7	8430	61.7	
		8400	58.7	8400	61.7	
		8340	58.7	8340	61.7	
		8310	58.7	8310	61.7	
		8280	58.7	8280	61.7	
		8250	59.8	8250	61.7	
		8190	58.8	8190	61.7	
		8160	59.8	8160	62.8	
		8130	59.8	8130	62.8	
		8100	59.8	8100	62.8	
		8040	59.8	8040	62.8	
		8010	59.8	8010	63.9	
		7980	60.9	7980	63.9	
		7919	60.9	7919	63.9	
		7889	60.9	7889	63.9	
		7859	62.0	7859	63.9	
		7829	62.0	7829	64.0	
		7769	62.0	7769	65.0	
		7739	62.0	7739	65.1	
		7709	62.1	7709	65.1	
		7679	63.1	7679	66.1	
		7619	62.1	7619	66.1	
		7589	63.1	7589	66.1	
		7559	64.3	7559	66.2	
		7529	64.3	7529	66.2	
		7469	64.3	7469	67.3	
		7439	64.3	7439	67.3	
		7409	65.4	7409	68.4	
		7349	65.4	7349	68.4	
		7319	65.4	7319	68.4	
		7289	66.5	7289	69.5	
		7259	67.6	7259	69.5	
		7198	67.6	7198	70.6	
		7168	67.6	7168	70.6	
		7138	68.7	7138	71.7	
		7108	68.7	7108	71.8	
		7048	69.8	7048	72.9	
		7018	70.9	7018	72.9	
		6988	70.9	6988	74.0	
		6958	70.9	6958	75.1	
		6898	73.1	6898	75.1	
		6868	72.0	6868	75.1	
		6838	73.1	6838	77.3	
		6808	74.2	6808	77.3	
		6748	74.2	6748	77.3	
		6718	74.2	6718	77.3	
		6688	75.3	6688	78.4	
		6628	75.3	6628	78.4	
		6598	75.3	6598	79.5	
		6568	76.4	6568	79.6	
		6538	77.5	6538	80.6	
		6478	77.5	6478	80.7	
		6448	77.5	6448	80.7	
		6418	78.6	6418	81.8	
		6388	79.7	6388	81.8	
		6327	79.7	6327	82.9	
		6297	79.7	6297	84.0	
		6267	80.8	6267	84.0	
		6237	81.9	6237	84.0	
		6177	81.9	6177	85.1	
		6147	81.9	6147	85.1	
		6117	81.9	6117	85.2	
		6057	83.0	6057	86.3	
		6027	83.0	6027	86.3	
		5997	84.1	5997	87.3	
		5967	84.1	5967	87.4	
		5907	85.2	5907	87.4	
		5877	85.2	5877	88.5	
		5847	85.2	5847	88.5	
		5787	85.2	5787	88.5	
		5757	85.3	5757	89.6	
		5727	87.4	5727	89.6	
		5697	87.4	5697	89.6	
		5667	87.4	5667	89.7	
		5607	87.4	5607	90.8	
		5577	87.4	5577	91.8	
		5547	88.5	5547	91.8	
		5487	89.6	5487	91.8	
		5457	89.6	5457	92.9	
		5427	89.6	5427	93.0	
		5396	89.7	5396	93.0	
		5336	90.8	5336	93.0	
		5306	91.9	5306	95.2	
		5276	91.9	5276	95.2	
		5246	91.9	5246	95.2	
		5186	93.0	5186	95.2	
		5156	93.0	5156	96.3	
		5126	94.1	5126	97.4	
		5096	94.1	5096	97.4	
		5036	94.1	5036	97.5	
		5006	95.2	5006	98.6	
		4976	96.3	4976	99.6	
		4916	96.3	4916	99.6	
		4886	97.4	4886	99.7	
		4856	97.4	4856	100.8	
		4826	97.4	4826	100.8	
		4766	99.6	4766	101.9	
		4736	99.6	4736	103.0	
		4706	99.6	4706	103.0	
		4676	100.7	4676	104.1	
		4616	101.8	4616	105.2	
		4586	101.8	4586	105.2	
		4556	101.8	4556	105.2	
		4526	101.8	4526	105.3	
		4466	101.8	4466	105.3	
		4436	104.0	4436	106.3	
		4406	104.0	4406	106.4	
		4345	104.0	4345	106.4	
		4315	104.0	4315	107.5	
		4285	104.0	4285	107.5	
		4255	104.0	4255	107.5	
		4195	104.0	4195	107.5	
		4165	105.1	4165	108.6	
		4135	106.2	4135	108.6	
		4105	106.2	4105	108.6	
		4045	106.2	4045	109.7	
		4015	107.3	4015	109.7	
		3985	107.3	3985	109.7	
		3955	107.3	3955	110.8	
		3895	108.4	3895	111.9	
		3865	109.5	3865	112.0	
		3835	109.5	3835	113.1	
		3805	109.5	3805	114.2	
		3745	111.7	3745	114.2	
		3715	111.7	3715	114.2	
		3685	111.7	3685	116.4	
		3625	112.8	3625	116.4	
		3595	113.9	3595	116.4	
		3565	113.9	3565	118.6	
		3535	115.0	3535	118.6	
		3474	116.1	3474	118.6	
		3444	116.1	3444	118.7	
		3414	116.1	3414	119.8	
		3354	117.2	3354	119.8	
		3324	117.2	3324	120.9	
		3294	117.3	3294	120.9	
		3264	118.4	3264	122.0	
		3204	119.5	3204	122.0	
		3174	119.5	3174	122.0	
		3144	119.5	3144	122.1	
		3114	120.6	3114	124.2	
		3054	120.6	3054	124.2	
		3024	120.6	3024	124.2	
		2994	121.7	2994	124.3	
		2964	122.8	2964	125.4	
		2904	122.8	2904	125.4	
		2874	123.9	2874	126.5	
		2844	123.9	2844	127.6	
		2783	123.9	2783	127.6	
		2753	123.9	2753	127.6	
		2723	125.0	2723	127.6	
		2693	123.9	2693	126.5	
		2633	123.9	2633	126.5	
		2603	123.9	2603	126.4	
		2573	122.8	2573	125.4	
		2543	121.7	2543	125.3	
		2483	121.7	2483	124.3	
